trainNumber,departureDate,operatorUICCode,operatorShortCode,trainType,trainCategory,commuterLineID,runningCurrently,cancelled,version,timetableType,timetableAcceptanceDate,stationShortCode,stationUICCode,countryCode,type,trainStopping,commercialStop,commercialTrack,scheduledTime,actualTime,differenceInMinutes,causes,trainReady.source,trainReady.accepted,trainReady.timestamp,liveEstimateTime,estimateSource
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HKI,1,FI,DEPARTURE,True,True,8,2020-01-01T11:19:00.000Z,2020-01-01T11:20:27.000Z,1,[],KUPLA,True,2020-01-01T11:14:46.000Z,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PSL,10,FI,ARRIVAL,True,True,4,2020-01-01T11:24:00.000Z,2020-01-01T11:25:24.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PSL,10,FI,DEPARTURE,True,True,4,2020-01-01T11:25:00.000Z,2020-01-01T11:27:10.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KÄP,977,FI,ARRIVAL,False,NA,,2020-01-01T11:27:00.000Z,2020-01-01T11:29:21.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KÄP,977,FI,DEPARTURE,False,NA,,2020-01-01T11:27:00.000Z,2020-01-01T11:29:21.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,OLK,15,FI,ARRIVAL,False,NA,,2020-01-01T11:28:00.000Z,2020-01-01T11:30:08.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,OLK,15,FI,DEPARTURE,False,NA,,2020-01-01T11:28:00.000Z,2020-01-01T11:30:08.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PMK,551,FI,ARRIVAL,False,NA,,2020-01-01T11:29:11.000Z,2020-01-01T11:31:01.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PMK,551,FI,DEPARTURE,False,NA,,2020-01-01T11:29:11.000Z,2020-01-01T11:31:01.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,ML,17,FI,ARRIVAL,False,NA,2,2020-01-01T11:30:00.000Z,2020-01-01T11:31:48.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,ML,17,FI,DEPARTURE,False,NA,2,2020-01-01T11:30:00.000Z,2020-01-01T11:31:48.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TNA,552,FI,ARRIVAL,False,NA,,2020-01-01T11:31:22.000Z,2020-01-01T11:32:23.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TNA,552,FI,DEPARTURE,False,NA,,2020-01-01T11:31:22.000Z,2020-01-01T11:32:23.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PLA,553,FI,ARRIVAL,False,NA,,2020-01-01T11:32:31.000Z,2020-01-01T11:33:23.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,PLA,553,FI,DEPARTURE,False,NA,,2020-01-01T11:32:31.000Z,2020-01-01T11:33:23.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TKL,18,FI,ARRIVAL,True,True,3,2020-01-01T11:34:00.000Z,2020-01-01T11:35:09.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TKL,18,FI,DEPARTURE,True,True,3,2020-01-01T11:36:00.000Z,2020-01-01T11:37:34.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HKH,556,FI,ARRIVAL,False,NA,,2020-01-01T11:36:40.000Z,2020-01-01T11:39:07.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HKH,556,FI,DEPARTURE,False,NA,,2020-01-01T11:36:40.000Z,2020-01-01T11:39:07.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HVK,1334,FI,ARRIVAL,False,NA,,2020-01-01T11:37:00.000Z,NA,2,[],NA,NA,NA,2020-01-01T11:38:40.000Z,LIIKE_AUTOMATIC
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HVK,1334,FI,DEPARTURE,False,NA,,2020-01-01T11:37:00.000Z,NA,2,[],NA,NA,NA,2020-01-01T11:38:40.000Z,LIIKE_AUTOMATIC
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KVY,559,FI,ARRIVAL,False,NA,,2020-01-01T11:37:56.000Z,2020-01-01T11:40:19.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KVY,559,FI,DEPARTURE,False,NA,,2020-01-01T11:37:56.000Z,2020-01-01T11:40:19.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RKL,554,FI,ARRIVAL,False,NA,,2020-01-01T11:38:34.000Z,2020-01-01T11:40:59.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RKL,554,FI,DEPARTURE,False,NA,,2020-01-01T11:38:34.000Z,2020-01-01T11:40:59.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HNA,1018,FI,ARRIVAL,False,NA,,2020-01-01T11:39:00.000Z,2020-01-01T11:41:32.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HNA,1018,FI,DEPARTURE,False,NA,,2020-01-01T11:39:00.000Z,2020-01-01T11:41:32.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KRS,19,FI,ARRIVAL,False,NA,,2020-01-01T11:39:31.000Z,2020-01-01T11:42:22.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KRS,19,FI,DEPARTURE,False,NA,,2020-01-01T11:39:31.000Z,2020-01-01T11:42:22.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SAV,555,FI,ARRIVAL,False,NA,,2020-01-01T11:40:58.000Z,2020-01-01T11:43:24.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SAV,555,FI,DEPARTURE,False,NA,,2020-01-01T11:40:58.000Z,2020-01-01T11:43:24.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KE,20,FI,ARRIVAL,False,NA,,2020-01-01T11:42:00.000Z,2020-01-01T11:44:32.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KE,20,FI,DEPARTURE,False,NA,,2020-01-01T11:42:00.000Z,2020-01-01T11:44:32.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KYT,1111,FI,ARRIVAL,False,NA,,2020-01-01T11:43:00.000Z,2020-01-01T11:45:30.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KYT,1111,FI,DEPARTURE,False,NA,,2020-01-01T11:43:00.000Z,2020-01-01T11:45:30.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HAA,13,FI,ARRIVAL,False,NA,3,2020-01-01T11:46:30.000Z,2020-01-01T11:49:13.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HAA,13,FI,DEPARTURE,False,NA,3,2020-01-01T11:46:30.000Z,2020-01-01T11:49:13.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KSU,1128,FI,ARRIVAL,False,NA,,2020-01-01T11:50:00.000Z,2020-01-01T11:52:48.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KSU,1128,FI,DEPARTURE,False,NA,,2020-01-01T11:50:00.000Z,2020-01-01T11:52:48.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MLÄ,27,FI,ARRIVAL,False,NA,3,2020-01-01T11:53:00.000Z,2020-01-01T11:55:24.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MLÄ,27,FI,DEPARTURE,False,NA,3,2020-01-01T11:53:00.000Z,2020-01-01T11:55:24.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SIP,1254,FI,ARRIVAL,False,NA,,2020-01-01T11:56:00.000Z,2020-01-01T11:58:20.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SIP,1254,FI,DEPARTURE,False,NA,,2020-01-01T11:56:00.000Z,2020-01-01T11:58:20.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HNN,1164,FI,ARRIVAL,False,NA,3,2020-01-01T12:00:00.000Z,2020-01-01T12:01:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HNN,1164,FI,DEPARTURE,False,NA,3,2020-01-01T12:00:00.000Z,2020-01-01T12:01:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HLT,1014,FI,ARRIVAL,False,NA,,2020-01-01T12:05:00.000Z,2020-01-01T12:06:11.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,HLT,1014,FI,DEPARTURE,False,NA,,2020-01-01T12:05:00.000Z,2020-01-01T12:06:11.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LH,100,FI,ARRIVAL,True,True,1,2020-01-01T12:11:00.000Z,2020-01-01T12:12:06.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LH,100,FI,DEPARTURE,True,True,1,2020-01-01T12:13:00.000Z,2020-01-01T12:14:59.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,VLH,104,FI,ARRIVAL,False,NA,2,2020-01-01T12:18:00.000Z,2020-01-01T12:20:22.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,VLH,104,FI,DEPARTURE,False,NA,2,2020-01-01T12:18:00.000Z,2020-01-01T12:20:22.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,NSL,595,FI,ARRIVAL,False,NA,1,2020-01-01T12:20:00.000Z,2020-01-01T12:22:20.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,NSL,595,FI,DEPARTURE,False,NA,1,2020-01-01T12:20:00.000Z,2020-01-01T12:22:20.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,UKÄ,105,FI,ARRIVAL,False,NA,1,2020-01-01T12:21:30.000Z,2020-01-01T12:23:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,UKÄ,105,FI,DEPARTURE,False,NA,1,2020-01-01T12:21:30.000Z,2020-01-01T12:23:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MKA,1336,FI,ARRIVAL,False,NA,,2020-01-01T12:25:30.000Z,2020-01-01T12:27:56.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MKA,1336,FI,DEPARTURE,False,NA,,2020-01-01T12:25:30.000Z,2020-01-01T12:27:56.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KA,477,FI,ARRIVAL,False,NA,,2020-01-01T12:29:00.000Z,2020-01-01T12:31:36.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KA,477,FI,DEPARTURE,False,NA,,2020-01-01T12:29:00.000Z,2020-01-01T12:31:36.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,NMÄ,1324,FI,ARRIVAL,False,NA,3,2020-01-01T12:30:00.000Z,2020-01-01T12:32:30.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,NMÄ,1324,FI,DEPARTURE,False,NA,3,2020-01-01T12:30:00.000Z,2020-01-01T12:32:30.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SMÄ,1325,FI,ARRIVAL,False,NA,,2020-01-01T12:33:00.000Z,2020-01-01T12:35:18.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,SMÄ,1325,FI,DEPARTURE,False,NA,,2020-01-01T12:33:00.000Z,2020-01-01T12:35:18.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KRA,478,FI,ARRIVAL,False,NA,1,2020-01-01T12:36:00.000Z,2020-01-01T12:37:15.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KRA,478,FI,DEPARTURE,False,NA,1,2020-01-01T12:36:00.000Z,2020-01-01T12:37:15.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KV,480,FI,ARRIVAL,True,True,7,2020-01-01T12:41:00.000Z,2020-01-01T12:42:40.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KV,480,FI,DEPARTURE,True,True,7,2020-01-01T12:43:00.000Z,2020-01-01T12:45:27.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KUV,1320,FI,ARRIVAL,False,NA,911,2020-01-01T12:47:00.000Z,2020-01-01T12:48:43.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KUV,1320,FI,DEPARTURE,False,NA,911,2020-01-01T12:47:00.000Z,2020-01-01T12:48:43.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,UTI,484,FI,ARRIVAL,False,NA,,2020-01-01T12:50:00.000Z,2020-01-01T12:51:04.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,UTI,484,FI,DEPARTURE,False,NA,,2020-01-01T12:50:00.000Z,2020-01-01T12:51:04.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KTH,1319,FI,ARRIVAL,False,NA,,2020-01-01T12:51:00.000Z,2020-01-01T12:51:46.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KTH,1319,FI,DEPARTURE,False,NA,,2020-01-01T12:51:00.000Z,2020-01-01T12:51:46.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KPA,485,FI,ARRIVAL,False,NA,2,2020-01-01T12:54:00.000Z,2020-01-01T12:54:37.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KPA,485,FI,DEPARTURE,False,NA,2,2020-01-01T12:54:00.000Z,2020-01-01T12:54:37.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KJR,944,FI,ARRIVAL,False,NA,,2020-01-01T12:58:00.000Z,2020-01-01T12:58:50.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,KJR,944,FI,DEPARTURE,False,NA,,2020-01-01T12:58:00.000Z,2020-01-01T12:58:50.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TA,486,FI,ARRIVAL,False,NA,2,2020-01-01T13:02:00.000Z,2020-01-01T13:02:52.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TA,486,FI,DEPARTURE,False,NA,2,2020-01-01T13:02:00.000Z,2020-01-01T13:02:52.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LÄ,487,FI,ARRIVAL,False,NA,3,2020-01-01T13:06:00.000Z,2020-01-01T13:07:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LÄ,487,FI,DEPARTURE,False,NA,3,2020-01-01T13:06:00.000Z,2020-01-01T13:07:39.000Z,2,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RAS,1222,FI,ARRIVAL,False,NA,1,2020-01-01T13:10:00.000Z,2020-01-01T13:11:26.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RAS,1222,FI,DEPARTURE,False,NA,1,2020-01-01T13:10:00.000Z,2020-01-01T13:11:26.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TRÄ,1290,FI,ARRIVAL,False,NA,1,2020-01-01T13:13:00.000Z,2020-01-01T13:14:19.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TRÄ,1290,FI,DEPARTURE,False,NA,1,2020-01-01T13:13:00.000Z,2020-01-01T13:14:19.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TAP,1276,FI,ARRIVAL,False,NA,1,2020-01-01T13:16:00.000Z,2020-01-01T13:16:39.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,TAP,1276,FI,DEPARTURE,False,NA,1,2020-01-01T13:16:00.000Z,2020-01-01T13:16:39.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LR,495,FI,ARRIVAL,True,True,1,2020-01-01T13:21:00.000Z,2020-01-01T13:21:20.000Z,0,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LR,495,FI,DEPARTURE,True,True,1,2020-01-01T13:23:00.000Z,2020-01-01T13:23:29.000Z,0,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LRS,498,FI,ARRIVAL,False,NA,1,2020-01-01T13:27:00.000Z,2020-01-01T13:27:54.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,LRS,498,FI,DEPARTURE,False,NA,1,2020-01-01T13:27:00.000Z,2020-01-01T13:27:54.000Z,1,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MKO,1180,FI,ARRIVAL,False,NA,1,2020-01-01T13:32:00.000Z,2020-01-01T13:36:56.000Z,5,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,MKO,1180,FI,DEPARTURE,False,NA,1,2020-01-01T13:32:00.000Z,2020-01-01T13:36:56.000Z,5,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,JTS,499,FI,ARRIVAL,True,True,1,2020-01-01T13:38:00.000Z,2020-01-01T13:41:45.000Z,4,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,JTS,499,FI,DEPARTURE,True,True,1,2020-01-01T13:39:00.000Z,2020-01-01T13:42:57.000Z,4,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RAH,501,FI,ARRIVAL,False,NA,1,2020-01-01T13:47:00.000Z,2020-01-01T13:49:55.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,RAH,501,FI,DEPARTURE,False,NA,1,2020-01-01T13:47:00.000Z,2020-01-01T13:49:55.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,IMR,603,FI,ARRIVAL,True,True,1,2020-01-01T13:52:00.000Z,2020-01-01T13:55:30.000Z,4,"[{'categoryCode': 'T', 'detailedCategoryCode': 'T1', 'thirdCategoryCode': 'T102', 'detailedCategoryCodeId': 157, 'categoryCodeId': 30, 'thirdCategoryCodeId': 306}]",NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,IMR,603,FI,DEPARTURE,True,True,1,2020-01-01T13:54:00.000Z,2020-01-01T13:57:08.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,IMT,502,FI,ARRIVAL,False,NA,6011,2020-01-01T13:57:00.000Z,2020-01-01T14:00:07.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,IMT,502,FI,DEPARTURE,False,NA,6011,2020-01-01T13:57:00.000Z,2020-01-01T14:00:07.000Z,3,[],NA,NA,NA,NA,NA
5,2020-01-01,10,vr,IC,Long-distance,,False,False,266074906350,REGULAR,2019-11-08T10:34:22.000Z,IM,1352,FI,ARRIVAL,False,NA,,2020-01-01T14:00:32.000Z,NA,3,[],NA,NA,NA,2020-01-01T14:03:56.000Z,LIIKE_AUTOMATIC
